Level,JsonFileName,GameStatus,CompletionPercentage,RemainingTime,MarioMode,KillsTotal,KillsByFire,KillsByStomp,KillsByShell,MarioNumHurts,NumBumpQuestionBlock,NumBumpBrick,KillsByFall,NumJumps,MaxXJump,MaxJumpAirTime,CurrentLives,CurrentCoins,NumCollectedMushrooms,NumCollectedFireflower,NumCollectedTileCoins,NumDestroyedBricks,GameEvents,AgentEvents
1.2,log/2024-05-22T15-17-14-034910800.json,WIN,1,50010,0,0,0,0,0,0,0,0,0,20,154.28857,19,0,0,0,0,0,0,,
1.3,log/2024-05-22T15-17-14-034910800.json,WIN,1,48540,0,4,0,4,0,0,0,0,0,21,339.48602,39,0,11,0,0,0,0,,
2.1,log/2024-05-22T15-17-14-034910800.json,WIN,1,45540,0,11,0,11,0,0,3,0,0,20,198.6164,25,0,3,0,0,0,0,,
3.1,log/2024-05-22T15-17-14-034910800.json,GAME_TIME_OUT,0.38290957,0,0,4,0,4,0,1,0,0,0,71,264.97412,35,0,0,0,0,0,0,,
3.3,log/2024-05-22T15-17-14-034910800.json,WIN,1,49440,0,4,0,4,0,0,0,0,0,20,220.85815,27,0,8,0,0,0,0,,
4.1,log/2024-05-22T15-17-14-034910800.json,WIN,1,45930,0,3,0,3,0,0,3,0,0,28,261.19983,31,0,13,0,0,0,0,,
4.2,log/2024-05-22T15-17-14-034910800.json,WIN,1,48180,0,0,0,0,0,0,0,0,0,23,149.0553,18,0,0,0,0,0,0,,
5.1,log/2024-05-22T15-17-14-034910800.json,WIN,1,45540,0,10,0,10,0,1,0,0,0,22,300.18042,48,0,0,0,0,0,0,,
5.3,log/2024-05-22T15-17-14-034910800.json,GAME_TIME_OUT,0.36743823,0,0,3,0,3,0,0,0,0,0,116,322.19965,39,0,3,0,0,0,0,,
6.1,log/2024-05-22T15-17-14-034910800.json,WIN,1,45000,0,1,0,1,0,0,0,0,0,32,203.39038,23,0,1,0,0,0,0,,
6.2,log/2024-05-22T15-17-14-034910800.json,WIN,1,42150,0,8,0,8,0,0,0,0,0,32,259.66113,32,0,0,0,0,0,0,,
6.3,log/2024-05-22T15-17-14-034910800.json,GAME_TIME_OUT,0.29228663,0,0,0,0,0,0,0,0,0,0,105,112.976776,19,0,0,0,0,0,0,,
7.1,log/2024-05-22T15-17-14-034910800.json,WIN,1,45270,0,6,0,6,0,0,0,0,0,25,470.15173,60,0,0,0,0,0,0,,
8.1,log/2024-05-22T15-17-14-034910800.json,LOSE,0.8337873,15270,0,16,0,16,0,0,0,0,0,70,316.5681,42,0,5,0,0,0,0,,
03-Jan,log/2024-05-22T15-49-19-124048200.json,LOSE,0.3963648,55380,0,5,0,5,0,1,0,0,0,6,127.74829,15,0,0,0,0,0,0,,
03-Jan,log/2024-05-22T15-54-20-263683300.json,LOSE,0.3749695,55380,0,5,0,5,0,1,0,0,0,6,127.74829,15,0,0,0,0,0,0,,
03-Jan,log/2024-05-22T15-56-03-670457500.json,LOSE,0.15465163,54240,0,2,0,2,0,1,0,0,0,3,65.696785,15,0,0,0,0,0,0,,
03-Jan,log/2024-05-22T15-56-49-896092600.json,LOSE,0.11302434,56820,0,1,0,1,0,1,0,0,0,4,87.68614,24,0,0,0,0,0,0,,
03-Jan,log/2024-05-22T15-58-16-524541200.json,LOSE,0.37394038,48480,0,6,0,6,0,0,1,0,0,16,151.11688,33,0,1,0,0,0,0,,
03-Jan,log/2024-05-22T15-59-15-190222.json,LOSE,0.2926774,54150,0,1,0,1,0,1,0,0,0,8,173.7091,27,0,0,0,0,0,0,,
03-Jan,log/2024-05-22T16-01-25-699460500.json,LOSE,0.39071628,47910,1,2,0,2,0,1,3,0,0,18,165.99524,23,0,2,10,0,0,0,,
03-Jan,log/2024-05-22T16-05-27-816285900.json,LOSE,0.39448407,54390,0,5,0,5,0,1,0,0,0,8,127.74829,15,0,0,0,0,0,0,,
1.1,log/2024-05-22T16-08-26-783540800.json,WIN,1,49710,0,2,0,2,0,0,1,0,0,21,283.59796,25,0,0,0,0,0,0,,
1.2,log/2024-05-22T16-08-26-783540800.json,WIN,1,52830,0,0,0,0,0,0,0,0,0,12,240.00195,21,0,0,0,0,0,0,,
1.3,log/2024-05-22T16-08-26-783540800.json,LOSE,0.14056271,58680,0,0,0,0,0,0,0,0,0,2,115.46559,15,0,0,0,0,0,0,,
2.1,log/2024-05-22T16-08-26-783540800.json,LOSE,0.4453276,54000,0,4,0,4,0,0,0,0,0,10,267.00574,24,0,0,0,0,0,0,,
3.1,log/2024-05-22T16-08-26-783540800.json,LOSE,0.39448407,54390,0,5,0,5,0,1,0,0,0,8,127.74829,15,0,0,0,0,0,0,,
1.1,log/2024-05-22T16-09-42-330195200.json,WIN,1,50100,0,2,0,2,0,0,0,0,0,21,276.31665,25,0,0,0,0,0,0,,
1.2,log/2024-05-22T16-09-42-330195200.json,WIN,1,52440,0,0,0,0,0,0,0,0,0,15,240.00146,21,0,0,0,0,0,0,,
1.3,log/2024-05-22T16-09-42-330195200.json,WIN,1,50850,0,4,0,4,0,0,0,0,0,17,282.84912,39,0,7,0,0,0,0,,
2.1,log/2024-05-22T16-09-42-330195200.json,WIN,1,47130,0,10,0,10,0,0,1,0,0,19,280.15308,26,0,1,0,0,0,0,,
3.1,log/2024-05-22T16-09-42-330195200.json,GAME_TIME_OUT,0.3707826,0,0,3,0,3,0,0,0,0,0,122,647.8514,60,0,0,0,0,0,0,,
3.3,log/2024-05-22T16-09-42-330195200.json,WIN,1,51210,0,2,0,2,0,0,0,0,0,17,212.698,23,0,10,0,0,0,0,,
4.1,log/2024-05-22T16-09-42-330195200.json,WIN,1,49080,0,3,0,3,0,0,1,0,0,18,286.04126,28,0,4,0,0,0,0,,
4.2,log/2024-05-22T16-09-42-330195200.json,WIN,1,51120,0,0,0,0,0,0,0,0,0,17,176.15796,16,0,0,0,0,0,0,,
5.1,log/2024-05-22T16-09-42-330195200.json,WIN,1,50190,0,12,0,12,0,0,0,0,0,10,860.1394,78,0,0,0,0,0,0,,
5.3,log/2024-05-22T16-09-42-330195200.json,WIN,1,50250,0,5,0,5,0,0,0,0,0,17,267.89636,40,0,11,0,0,0,0,,
6.1,log/2024-05-22T16-09-42-330195200.json,WIN,1,50160,0,0,0,0,0,0,0,0,0,22,239.58594,22,0,2,0,0,0,0,,
6.2,log/2024-05-22T16-09-42-330195200.json,WIN,1,48660,0,10,0,10,0,1,0,0,0,16,242.07489,23,0,0,0,0,0,0,,
6.3,log/2024-05-22T16-09-42-330195200.json,WIN,1,10590,0,0,0,0,0,0,0,0,0,95,224.23523,20,0,8,0,0,0,0,,
7.1,log/2024-05-22T16-09-42-330195200.json,WIN,1,51150,0,5,0,5,0,0,0,0,0,16,317.91895,33,0,0,0,0,0,0,,
8.1,log/2024-05-22T16-09-42-330195200.json,WIN,1,40230,0,19,0,19,0,0,0,0,0,24,555.26514,54,0,9,0,0,0,0,,
1.1,log/2024-05-22T16-15-27-886542200.json,WIN,1,48810,0,3,0,3,0,0,0,0,0,22,218.17822,19,0,0,0,0,0,0,,
1.1,log/2024-05-22T16-15-58-816913300.json,WIN,1,48360,0,2,0,2,0,0,0,0,0,24,218.17822,19,0,0,0,0,0,0,,
1.1,log/2024-05-22T16-16-24-948628100.json,WIN,1,47220,0,2,0,2,0,0,1,0,0,25,283.59796,25,0,0,0,0,0,0,,
1.1,log/2024-05-22T16-17-17-642704100.json,WIN,1,50070,0,3,0,3,0,1,0,0,0,19,283.59796,25,0,0,0,0,0,0,,
1.2,log/2024-05-22T16-17-17-642704100.json,WIN,1,52530,0,0,0,0,0,0,0,0,0,14,236.53369,21,0,0,0,0,0,0,,
1.3,log/2024-05-22T16-17-17-642704100.json,WIN,1,52200,0,2,0,2,0,0,0,0,0,15,273.64294,29,0,5,0,0,0,0,,
2.1,log/2024-05-22T16-17-17-642704100.json,WIN,1,49710,0,8,0,8,0,1,0,0,0,15,263.02344,26,0,0,0,0,0,0,,
3.1,log/2024-05-22T16-17-17-642704100.json,WIN,1,49740,0,9,0,9,0,1,0,0,0,15,762.01807,73,0,0,0,0,0,0,,
3.3,log/2024-05-22T16-17-17-642704100.json,WIN,1,51540,0,3,0,3,0,0,0,0,0,16,316.3329,28,0,9,0,0,0,0,,
4.1,log/2024-05-22T16-17-17-642704100.json,WIN,1,48930,0,3,0,3,0,0,0,0,0,19,274.39404,28,0,2,0,0,0,0,,
4.2,log/2024-05-22T16-17-17-642704100.json,WIN,1,51270,0,0,0,0,0,0,0,0,0,17,174.54688,16,0,0,0,0,0,0,,
5.1,log/2024-05-22T16-17-17-642704100.json,WIN,1,50280,0,9,0,9,0,1,0,0,0,13,261.81458,23,0,0,0,0,0,0,,
5.3,log/2024-05-22T16-17-17-642704100.json,WIN,1,51090,0,3,0,3,0,0,0,0,0,16,263.39563,27,0,6,0,0,0,0,,
6.1,log/2024-05-22T16-17-17-642704100.json,WIN,1,49800,0,1,0,1,0,0,0,0,0,20,217.97266,21,0,2,0,0,0,0,,
6.2,log/2024-05-22T16-17-17-642704100.json,WIN,1,48840,0,11,0,11,0,1,0,0,0,16,428.5598,42,0,0,0,0,0,0,,
6.3,log/2024-05-22T16-17-17-642704100.json,WIN,1,26460,0,0,0,0,0,0,0,0,0,66,265.29883,25,0,9,0,0,0,0,,
7.1,log/2024-05-22T16-17-17-642704100.json,WIN,1,51210,0,7,0,7,0,0,0,0,0,14,217.00397,19,0,0,0,0,0,0,,
8.1,log/2024-05-22T16-17-17-642704100.json,WIN,1,41850,0,24,0,24,0,1,0,0,0,15,743.8804,73,0,9,0,0,0,0,,
1.1,log/2024-05-22T16-20-03-409292400.json,WIN,1,49980,0,1,0,1,0,0,0,0,0,21,239.99927,21,0,0,0,0,0,0,,
1.2,log/2024-05-22T16-20-03-409292400.json,WIN,1,52290,0,0,0,0,0,0,0,0,0,15,233.31519,21,0,0,0,0,0,0,,
1.3,log/2024-05-22T16-20-03-409292400.json,WIN,1,50400,0,4,0,4,0,0,0,0,0,17,341.30078,31,0,4,0,0,0,0,,
2.1,log/2024-05-22T16-20-03-409292400.json,WIN,1,47460,0,13,0,13,0,0,0,0,0,15,261.5829,23,0,0,0,0,0,0,,
3.1,log/2024-05-22T16-20-03-409292400.json,WIN,1,49170,0,7,0,7,0,1,0,0,0,18,647.46265,61,0,0,0,0,0,0,,
3.3,log/2024-05-22T16-20-03-409292400.json,WIN,1,50910,0,1,0,1,0,0,0,0,0,20,241.354,23,0,8,0,0,0,0,,
1.1,log/2024-05-22T16-22-15-879377100.json,WIN,1,50040,0,2,0,2,0,0,1,0,0,20,217.0332,23,0,0,0,0,0,0,,
1.2,log/2024-05-22T16-22-15-879377100.json,WIN,1,51930,0,5,0,5,0,0,2,0,0,16,196.42914,18,0,3,0,0,0,0,,
1.1,log/2024-05-22T16-23-14-369033400.json,WIN,1,50130,0,2,0,2,0,0,1,0,0,20,221.55835,23,0,0,0,0,0,0,,
1.2,log/2024-05-22T16-23-14-369033400.json,WIN,1,52590,0,0,0,0,0,0,0,0,0,14,268.8225,25,0,0,0,0,0,0,,
1.3,log/2024-05-22T16-23-14-369033400.json,WIN,1,50310,0,4,0,4,0,0,0,0,0,18,199.41504,21,0,7,0,0,0,0,,
2.1,log/2024-05-22T16-23-14-369033400.json,WIN,1,48210,0,8,0,8,0,0,0,0,0,18,337.5288,30,0,0,0,0,0,0,,
3.1,log/2024-05-22T16-23-14-369033400.json,WIN,1,49170,0,6,0,6,0,0,0,0,0,19,390.58862,36,0,0,0,0,0,0,,
3.3,log/2024-05-22T16-23-14-369033400.json,WIN,1,51540,0,3,0,3,0,0,0,0,0,17,308.8805,28,0,10,0,0,0,0,,
4.1,log/2024-05-22T16-23-14-369033400.json,WIN,1,49080,0,3,0,3,0,0,1,0,0,19,256.03027,28,0,5,0,0,0,0,,
4.2,log/2024-05-22T16-23-14-369033400.json,WIN,1,50700,0,0,0,0,0,0,0,0,0,18,174.40741,18,0,0,0,0,0,0,,
5.1,log/2024-05-22T16-23-14-369033400.json,WIN,1,50160,0,13,0,13,0,1,0,0,0,10,860.1394,78,0,0,0,0,0,0,,
1.1,log/2024-05-22T16-25-01-583564200.json,WIN,1,50070,0,3,0,3,0,1,0,0,0,19,283.59796,25,0,0,0,0,0,0,,
1.2,log/2024-05-22T16-25-01-583564200.json,WIN,1,52530,0,0,0,0,0,0,0,0,0,14,236.53369,21,0,0,0,0,0,0,,
1.3,log/2024-05-22T16-25-01-583564200.json,WIN,1,52200,0,2,0,2,0,0,0,0,0,15,273.64294,29,0,5,0,0,0,0,,
2.1,log/2024-05-22T16-25-01-583564200.json,WIN,1,49710,0,8,0,8,0,1,0,0,0,15,263.02344,26,0,0,0,0,0,0,,
3.1,log/2024-05-22T16-25-01-583564200.json,WIN,1,49740,0,9,0,9,0,1,0,0,0,15,762.01807,73,0,0,0,0,0,0,,
3.3,log/2024-05-22T16-25-01-583564200.json,WIN,1,51540,0,3,0,3,0,0,0,0,0,16,316.3329,28,0,9,0,0,0,0,,
4.1,log/2024-05-22T16-25-01-583564200.json,WIN,1,48930,0,3,0,3,0,0,0,0,0,19,274.39404,28,0,2,0,0,0,0,,
4.2,log/2024-05-22T16-25-01-583564200.json,WIN,1,51270,0,0,0,0,0,0,0,0,0,17,174.54688,16,0,0,0,0,0,0,,
5.1,log/2024-05-22T16-25-01-583564200.json,WIN,1,50280,0,9,0,9,0,1,0,0,0,13,261.81458,23,0,0,0,0,0,0,,
5.3,log/2024-05-22T16-25-01-583564200.json,WIN,1,51090,0,3,0,3,0,0,0,0,0,16,263.39563,27,0,6,0,0,0,0,,
6.1,log/2024-05-22T16-25-01-583564200.json,WIN,1,49800,0,1,0,1,0,0,0,0,0,20,217.97266,21,0,2,0,0,0,0,,
6.2,log/2024-05-22T16-25-01-583564200.json,WIN,1,48840,0,11,0,11,0,1,0,0,0,16,428.5598,42,0,0,0,0,0,0,,
6.3,log/2024-05-22T16-25-01-583564200.json,WIN,1,26460,0,0,0,0,0,0,0,0,0,66,265.29883,25,0,9,0,0,0,0,,
7.1,log/2024-05-22T16-25-01-583564200.json,WIN,1,51210,0,7,0,7,0,0,0,0,0,14,217.00397,19,0,0,0,0,0,0,,
8.1,log/2024-05-22T16-25-01-583564200.json,WIN,1,41850,0,24,0,24,0,1,0,0,0,15,743.8804,73,0,9,0,0,0,0,,
1.1,log/2024-05-22T17-03-57-637202900.json,WIN,1.0,50130,0,2,0,2,0,0,3,0,0,20,218.1806,19,0,1,0,0,0,0,
1.2,log/2024-05-22T17-03-57-637202900.json,WIN,1.0,52440,0,0,0,0,0,0,0,0,0,14,240.00195,21,0,0,0,0,0,0,
1.3,log/2024-05-22T17-03-57-637202900.json,WIN,1.0,51630,0,3,0,3,0,0,0,0,0,16,257.8711,27,0,7,0,0,0,0,
2.1,log/2024-05-22T17-03-57-637202900.json,WIN,1.0,47190,0,8,0,8,0,0,1,0,0,21,453.16296,41,0,1,0,0,0,0,
3.1,log/2024-05-22T17-03-57-637202900.json,WIN,1.0,49920,0,10,0,10,0,1,0,0,0,13,372.11353,36,0,0,0,0,0,0,
3.3,log/2024-05-22T17-03-57-637202900.json,WIN,1.0,50490,0,2,0,2,0,0,0,0,0,18,240.7273,23,0,9,0,0,0,0,
4.1,log/2024-05-22T17-03-57-637202900.json,WIN,1.0,49050,0,3,0,3,0,0,1,0,0,19,245.47046,28,0,5,0,0,0,0,
4.2,log/2024-05-22T17-03-57-637202900.json,REAL_TIME_OUT,0.15273783,19050,0,0,0,0,0,0,2,0,0,30,164.15923,25,0,3,0,0,0,0,
5.1,log/2024-05-22T17-03-57-637202900.json,WIN,1.0,50430,0,10,0,10,0,1,0,0,0,11,664.5176,60,0,0,0,0,0,0,
1.1,log/2024-05-22T17-07-28-517009600.json,WIN,1.0,50070,0,3,0,3,0,1,0,0,0,19,283.59796,25,0,0,0,0,0,0,
1.2,log/2024-05-22T17-07-28-517009600.json,WIN,1.0,52530,0,0,0,0,0,0,0,0,0,14,236.53369,21,0,0,0,0,0,0,
1.3,log/2024-05-22T17-07-28-517009600.json,WIN,1.0,52200,0,2,0,2,0,0,0,0,0,15,273.64294,29,0,5,0,0,0,0,
2.1,log/2024-05-22T17-07-28-517009600.json,WIN,1.0,49710,0,8,0,8,0,1,0,0,0,15,263.02344,26,0,0,0,0,0,0,
3.1,log/2024-05-22T17-07-28-517009600.json,WIN,1.0,49740,0,9,0,9,0,1,0,0,0,15,762.01807,73,0,0,0,0,0,0,
3.3,log/2024-05-22T17-07-28-517009600.json,WIN,1.0,51540,0,3,0,3,0,0,0,0,0,16,316.3329,28,0,9,0,0,0,0,
4.1,log/2024-05-22T17-07-28-517009600.json,WIN,1.0,48930,0,3,0,3,0,0,0,0,0,19,274.39404,28,0,2,0,0,0,0,
4.2,log/2024-05-22T17-07-28-517009600.json,WIN,1.0,51270,0,0,0,0,0,0,0,0,0,17,174.54688,16,0,0,0,0,0,0,
5.1,log/2024-05-22T17-07-28-517009600.json,WIN,1.0,50280,0,9,0,9,0,1,0,0,0,13,261.81458,23,0,0,0,0,0,0,
5.3,log/2024-05-22T17-07-28-517009600.json,WIN,1.0,51090,0,3,0,3,0,0,0,0,0,16,263.39563,27,0,6,0,0,0,0,
6.1,log/2024-05-22T17-07-28-517009600.json,WIN,1.0,49800,0,1,0,1,0,0,0,0,0,20,217.97266,21,0,2,0,0,0,0,
6.2,log/2024-05-22T17-07-28-517009600.json,WIN,1.0,48840,0,11,0,11,0,1,0,0,0,16,428.5598,42,0,0,0,0,0,0,
6.3,log/2024-05-22T17-07-28-517009600.json,WIN,1.0,26460,0,0,0,0,0,0,0,0,0,66,265.29883,25,0,9,0,0,0,0,
7.1,log/2024-05-22T17-07-28-517009600.json,WIN,1.0,51210,0,7,0,7,0,0,0,0,0,14,217.00397,19,0,0,0,0,0,0,
8.1,log/2024-05-22T17-07-28-517009600.json,WIN,1.0,41850,0,24,0,24,0,1,0,0,0,15,743.8804,73,0,9,0,0,0,0,
1.1,log/2024-05-22T21-22-33-088540300.json,WIN,1.0,49980,0,1,0,1,0,0,0,0,0,21,239.99927,21,0,0,0,0,0,0,
1.2,log/2024-05-22T21-22-33-088540300.json,WIN,1.0,52290,0,0,0,0,0,0,0,0,0,15,233.31519,21,0,0,0,0,0,0,
1.3,log/2024-05-22T21-22-33-088540300.json,WIN,1.0,50400,0,4,0,4,0,0,0,0,0,17,341.30078,31,0,4,0,0,0,0,
2.1,log/2024-05-22T21-22-33-088540300.json,WIN,1.0,47460,0,13,0,13,0,0,0,0,0,15,261.5829,23,0,0,0,0,0,0,
3.1,log/2024-05-22T21-22-33-088540300.json,WIN,1.0,49170,0,7,0,7,0,1,0,0,0,18,647.46265,61,0,0,0,0,0,0,
3.3,log/2024-05-22T21-22-33-088540300.json,WIN,1.0,50910,0,1,0,1,0,0,0,0,0,20,241.354,23,0,8,0,0,0,0,
4.1,log/2024-05-22T21-22-33-088540300.json,WIN,1.0,48990,0,3,0,3,0,0,1,0,0,20,307.75928,29,0,4,0,0,0,0,
4.2,log/2024-05-22T21-22-33-088540300.json,WIN,1.0,51300,0,0,0,0,0,0,0,0,0,16,185.45605,16,0,0,0,0,0,0,
5.1,log/2024-05-22T21-22-33-088540300.json,WIN,1.0,50370,0,11,0,11,0,0,0,0,0,11,860.1394,78,0,0,0,0,0,0,
5.3,log/2024-05-22T21-22-33-088540300.json,LOSE,0.52557564,54570,0,3,0,3,0,0,0,0,0,9,158.53333,31,0,0,0,0,0,0,
6.1,log/2024-05-22T21-22-33-088540300.json,WIN,1.0,49860,0,0,0,0,0,0,0,0,0,23,213.1308,21,0,4,0,0,0,0,
6.2,log/2024-05-22T21-22-33-088540300.json,WIN,1.0,48660,0,12,0,12,0,1,0,0,0,14,561.65967,58,0,0,0,0,0,0,
6.3,log/2024-05-22T21-22-33-088540300.json,WIN,1.0,27810,0,0,0,0,0,0,0,0,0,67,201.8988,21,0,7,0,0,0,0,
7.1,log/2024-05-22T21-22-33-088540300.json,WIN,1.0,50850,0,3,0,3,0,0,0,0,0,16,356.3083,33,0,0,0,0,0,0,
8.1,log/2024-05-22T21-22-33-088540300.json,WIN,1.0,41460,0,22,0,22,0,0,0,0,0,17,480.12744,44,0,8,0,0,0,0,
1.1,log/2024-05-22T21-25-53-507198300.json,WIN,1.0,49980,0,1,0,1,0,0,0,0,0,21,239.99927,21,0,0,0,0,0,0,
1.2,log/2024-05-22T21-25-53-507198300.json,WIN,1.0,52290,0,0,0,0,0,0,0,0,0,15,233.31519,21,0,0,0,0,0,0,
1.3,log/2024-05-22T21-25-53-507198300.json,WIN,1.0,50400,0,4,0,4,0,0,0,0,0,17,341.30078,31,0,4,0,0,0,0,
2.1,log/2024-05-22T21-25-53-507198300.json,WIN,1.0,47460,0,13,0,13,0,0,0,0,0,15,261.5829,23,0,0,0,0,0,0,
3.1,log/2024-05-22T21-25-53-507198300.json,WIN,1.0,49170,0,7,0,7,0,1,0,0,0,18,647.46265,61,0,0,0,0,0,0,
3.3,log/2024-05-22T21-25-53-507198300.json,WIN,1.0,50910,0,1,0,1,0,0,0,0,0,20,241.354,23,0,8,0,0,0,0,
4.1,log/2024-05-22T21-25-53-507198300.json,WIN,1.0,48990,0,3,0,3,0,0,1,0,0,20,307.75928,29,0,4,0,0,0,0,
4.2,log/2024-05-22T21-25-53-507198300.json,WIN,1.0,51300,0,0,0,0,0,0,0,0,0,16,185.45605,16,0,0,0,0,0,0,
5.1,log/2024-05-22T21-25-53-507198300.json,WIN,1.0,50370,0,11,0,11,0,0,0,0,0,11,860.1394,78,0,0,0,0,0,0,
5.3,log/2024-05-22T21-25-53-507198300.json,LOSE,0.52557564,54570,0,3,0,3,0,0,0,0,0,9,158.53333,31,0,0,0,0,0,0,
6.1,log/2024-05-22T21-25-53-507198300.json,WIN,1.0,49860,0,0,0,0,0,0,0,0,0,23,213.1308,21,0,4,0,0,0,0,
1.1,log/2024-05-22T21-28-25-022935500.json,WIN,1.0,50400,0,3,0,3,0,1,0,0,0,19,217.88318,19,0,0,0,0,0,0,
1.2,log/2024-05-22T21-28-25-022935500.json,WIN,1.0,52140,0,5,0,5,0,0,1,0,0,14,534.5043,48,0,1,0,0,0,0,
1.1,log/2024-05-22T21-30-07-871315900.json,WIN,1.0,50070,0,2,0,2,0,0,0,0,0,21,267.90662,24,0,0,0,0,0,0,
1.2,log/2024-05-22T21-30-07-871315900.json,WIN,1.0,52650,0,0,0,0,0,0,0,0,0,13,196.36523,17,0,0,0,0,0,0,
1.3,log/2024-05-22T21-30-07-871315900.json,WIN,1.0,50880,0,4,0,4,0,0,0,0,0,17,282.83313,39,0,8,0,0,0,0,
2.1,log/2024-05-22T21-30-07-871315900.json,WIN,1.0,49650,0,8,0,8,0,0,1,0,0,16,429.78674,39,0,1,0,0,0,0,
3.1,log/2024-05-22T21-30-07-871315900.json,WIN,1.0,50130,0,9,0,9,0,0,0,0,0,14,645.98535,59,0,0,0,0,0,0,
3.3,log/2024-05-22T21-30-07-871315900.json,WIN,1.0,52650,0,3,0,3,0,0,0,0,0,14,219.77393,22,0,9,0,0,0,0,
4.1,log/2024-05-22T21-30-07-871315900.json,WIN,1.0,48630,0,3,0,3,0,0,2,0,0,22,203.77197,25,0,9,0,0,0,0,
4.2,log/2024-05-22T21-30-07-871315900.json,WIN,1.0,51300,0,0,0,0,0,0,0,0,0,16,185.45605,18,0,0,0,0,0,0,
5.1,log/2024-05-22T21-30-07-871315900.json,WIN,1.0,50280,0,9,0,9,0,2,0,0,0,13,370.3518,33,0,0,0,0,0,0,
5.3,log/2024-05-22T21-30-07-871315900.json,WIN,1.0,51510,0,3,0,3,0,0,0,0,0,16,189.53796,17,0,5,0,0,0,0,
6.1,log/2024-05-22T21-30-07-871315900.json,WIN,1.0,50070,0,0,0,0,0,0,0,0,0,22,213.909,21,0,2,0,0,0,0,
6.2,log/2024-05-22T21-30-07-871315900.json,WIN,1.0,49860,0,11,0,11,0,1,0,0,0,12,597.954,57,0,1,0,0,0,0,
6.3,log/2024-05-22T21-30-07-871315900.json,REAL_TIME_OUT,0.29077744,6570,0,0,0,0,0,0,0,0,0,105,159.38809,15,0,0,0,0,0,0,
7.1,log/2024-05-22T21-30-07-871315900.json,WIN,1.0,51060,0,3,0,3,0,0,0,0,0,16,263.74097,25,0,0,0,0,0,0,
8.1,log/2024-05-22T21-30-07-871315900.json,WIN,1.0,42240,0,24,0,24,0,1,0,0,0,17,584.80225,57,0,8,0,0,0,0,
1.1,log/2024-05-22T21-34-09-380299800.json,WIN,1.0,50100,0,2,0,2,0,0,0,0,0,21,276.31665,25,0,0,0,0,0,0,
1.2,log/2024-05-22T21-34-09-380299800.json,WIN,1.0,52440,0,0,0,0,0,0,0,0,0,15,240.00146,21,0,0,0,0,0,0,
1.3,log/2024-05-22T21-34-09-380299800.json,WIN,1.0,50850,0,4,0,4,0,0,0,0,0,17,282.84912,39,0,7,0,0,0,0,
2.1,log/2024-05-22T21-34-09-380299800.json,WIN,1.0,47130,0,10,0,10,0,0,1,0,0,19,280.15308,26,0,1,0,0,0,0,
5-3,log/2024-05-22T21-35-05-443095800.json,WIN,1.0,51660,0,3,0,3,0,0,0,0,0,15,261.24207,32,0,8,0,0,0,0,
1.1,log/2024-05-23T20-16-28-975470400.json,WIN,1.0,49860,0,2,0,2,0,0,1,0,0,22,174.54199,18,0,1,0,0,0,0,
1.2,log/2024-05-23T20-16-28-975470400.json,WIN,1.0,52530,0,0,0,0,0,0,0,0,0,14,240.00195,21,0,0,0,0,0,0,
1.3,log/2024-05-23T20-16-28-975470400.json,WIN,1.0,50970,0,4,0,4,0,0,0,0,0,16,318.11655,39,0,6,0,0,0,0,
2.1,log/2024-05-23T20-16-28-975470400.json,WIN,1.0,47460,0,10,0,10,0,0,0,0,0,19,556.3639,50,0,0,0,0,0,0,
3.1,log/2024-05-23T20-16-28-975470400.json,WIN,1.0,49320,0,12,0,12,0,1,1,0,0,15,647.3156,62,0,1,0,0,0,0,
3.3,log/2024-05-23T20-16-28-975470400.json,WIN,1.0,51990,0,3,0,3,0,0,0,0,0,14,229.06592,23,0,9,0,0,0,0,
4.1,log/2024-05-23T20-16-28-975470400.json,WIN,1.0,48690,0,3,0,3,0,0,1,0,0,21,292.97986,29,0,7,0,0,0,0,
4.2,log/2024-05-23T20-16-28-975470400.json,WIN,1.0,50790,0,0,0,0,0,0,0,0,0,17,185.43408,18,0,0,0,0,0,0,
5.1,log/2024-05-23T20-16-28-975470400.json,WIN,1.0,50460,0,10,0,10,0,1,0,0,0,10,356.45386,33,0,0,0,0,0,0,
5.3,log/2024-05-23T20-16-28-975470400.json,WIN,1.0,51660,0,3,0,3,0,0,0,0,0,15,261.24207,32,0,8,0,0,0,0,
6.1,log/2024-05-23T20-16-28-975470400.json,WIN,1.0,49590,0,0,0,0,0,0,0,0,0,23,240.99036,22,0,4,0,0,0,0,
6.2,log/2024-05-23T20-16-28-975470400.json,WIN,1.0,49020,0,12,0,12,0,1,0,0,0,14,278.17566,25,0,0,0,0,0,0,
1.1,log/2024-05-23T20-19-04-834122700.json,WIN,1.0,50070,0,3,0,3,0,1,0,0,0,19,283.59796,25,0,0,0,0,0,0,
1.2,log/2024-05-23T20-19-04-834122700.json,WIN,1.0,52530,0,0,0,0,0,0,0,0,0,14,236.53369,21,0,0,0,0,0,0,
1.3,log/2024-05-23T20-19-04-834122700.json,WIN,1.0,52200,0,2,0,2,0,0,0,0,0,15,273.64294,29,0,5,0,0,0,0,
2.1,log/2024-05-23T20-19-04-834122700.json,WIN,1.0,49710,0,8,0,8,0,1,0,0,0,15,263.02344,26,0,0,0,0,0,0,
