Level,JsonFileName,GameStatus,CompletionPercentage,RemainingTime,MarioMode,KillsTotal,KillsByFire,KillsByStomp,KillsByShell,MarioNumHurts,NumBumpQuestionBlock,NumBumpBrick,KillsByFall,NumJumps,MaxXJump,MaxJumpAirTime,CurrentLives,CurrentCoins,NumCollectedMushrooms,NumCollectedFireflower,NumCollectedTileCoins,NumDestroyedBricks,GameEvents,AgentEvents
3.1,log/2024-05-23T20-19-04-834122700.json,WIN,1.0,49740,0,9,0,9,0,1,0,0,0,15,762.01807,73,0,0,0,0,0,0,
3.3,log/2024-05-23T20-19-04-834122700.json,WIN,1.0,51540,0,3,0,3,0,0,0,0,0,16,316.3329,28,0,9,0,0,0,0,
4.1,log/2024-05-23T20-19-04-834122700.json,WIN,1.0,48930,0,3,0,3,0,0,0,0,0,19,274.39404,28,0,2,0,0,0,0,
4.2,log/2024-05-23T20-19-04-834122700.json,WIN,1.0,51270,0,0,0,0,0,0,0,0,0,17,174.54688,16,0,0,0,0,0,0,
5.1,log/2024-05-23T20-19-04-834122700.json,WIN,1.0,50280,0,9,0,9,0,1,0,0,0,13,261.81458,23,0,0,0,0,0,0,
5.3,log/2024-05-23T20-19-04-834122700.json,WIN,1.0,51090,0,3,0,3,0,0,0,0,0,16,263.39563,27,0,6,0,0,0,0,
6.1,log/2024-05-23T20-19-04-834122700.json,WIN,1.0,49800,0,1,0,1,0,0,0,0,0,20,217.97266,21,0,2,0,0,0,0,
6.2,log/2024-05-23T20-19-04-834122700.json,WIN,1.0,48840,0,11,0,11,0,1,0,0,0,16,428.5598,42,0,0,0,0,0,0,
6.3,log/2024-05-23T20-19-04-834122700.json,WIN,1.0,26460,0,0,0,0,0,0,0,0,0,66,265.29883,25,0,9,0,0,0,0,
7.1,log/2024-05-23T20-19-04-834122700.json,WIN,1.0,51210,0,7,0,7,0,0,0,0,0,14,217.00397,19,0,0,0,0,0,0,
8.1,log/2024-05-23T20-19-04-834122700.json,WIN,1.0,41850,0,24,0,24,0,1,0,0,0,15,743.8804,73,0,9,0,0,0,0,
1.1,log/2024-05-27T15-13-03-516311.json,WIN,1.0,17400,0,4,0,4,0,0,3,0,0,79,212.04614,25,0,3,0,0,0,0,
1.2,log/2024-05-27T15-13-03-516311.json,WIN,1.0,50580,0,0,0,0,0,0,0,0,0,16,154.729,17,0,0,0,0,0,0,
1.3,log/2024-05-27T15-13-03-516311.json,GAME_TIME_OUT,0.22372872,0,0,0,0,0,0,0,0,0,0,111,119.671326,18,0,3,0,0,0,0,
1.1,log/2024-05-27T15-27-32-350977100.json,WIN,1.0,1200,0,8,0,8,0,0,3,0,0,106,146.83423,30,0,2,0,0,0,0,
1.2,log/2024-05-27T15-27-32-350977100.json,GAME_TIME_OUT,0.80629766,0,0,17,0,17,0,0,0,0,0,110,109.19641,35,0,4,0,0,0,0,
1.3,log/2024-05-27T15-27-32-350977100.json,GAME_TIME_OUT,0.120656826,0,0,0,0,0,0,0,0,0,0,100,101.33661,15,0,0,0,0,0,0,
2.1,log/2024-05-27T15-27-32-350977100.json,GAME_TIME_OUT,0.46619874,0,0,15,0,15,0,0,4,0,0,101,144.87158,34,0,3,0,0,0,0,
3.1,log/2024-05-27T15-27-32-350977100.json,GAME_TIME_OUT,0.15870106,0,0,4,0,4,0,22,1,3,0,109,115.0788,21,0,0,10,0,0,3,
1.1,log/2024-05-27T20-13-14-420716100.json,WIN,1.0,20190,0,2,0,2,0,0,0,0,0,21,217.84619,19,0,0,0,0,0,0,
1.2,log/2024-05-27T20-13-14-420716100.json,WIN,1.0,21780,0,5,0,5,0,0,1,0,0,15,505.1339,52,0,7,0,0,0,0,
1.1,log/2024-05-27T20-23-15-903595500.json,WIN,1.0,20130,0,3,0,3,0,0,1,0,0,20,208.58887,19,0,1,0,0,0,0,
1.2,log/2024-05-27T20-23-15-903595500.json,WIN,1.0,22410,0,0,0,0,0,0,0,0,0,13,223.61133,24,0,0,0,0,0,0,
1.3,log/2024-05-27T20-23-15-903595500.json,WIN,1.0,21000,0,3,0,3,0,0,0,0,0,17,271.3479,29,0,7,0,0,0,0,
2.1,log/2024-05-27T20-23-15-903595500.json,WIN,1.0,18480,0,7,0,7,0,0,0,0,0,19,277.01025,28,0,0,0,0,0,0,
3.1,log/2024-05-27T20-23-15-903595500.json,WIN,1.0,20340,0,10,0,10,0,1,0,0,0,12,232.78076,23,0,0,0,0,0,0,
3.3,log/2024-05-27T20-23-15-903595500.json,WIN,1.0,20550,0,2,0,2,0,0,0,0,0,19,284.38232,26,0,9,0,0,0,0,
4.1,log/2024-05-27T20-23-15-903595500.json,WIN,1.0,19050,0,3,0,3,0,0,1,0,0,20,310.239,29,0,2,0,0,0,0,
4.2,log/2024-05-27T20-23-15-903595500.json,REAL_TIME_OUT,0.6626151,16890,0,5,0,5,0,0,2,0,0,19,502.92236,48,0,3,0,0,0,0,
5.1,log/2024-05-27T20-23-15-903595500.json,WIN,1.0,20310,0,13,0,13,0,1,0,0,0,10,1024.2703,93,0,0,0,0,0,0,
5.3,log/2024-05-27T20-23-15-903595500.json,WIN,1.0,20700,0,3,0,3,0,0,0,0,0,17,248.83325,27,0,6,0,0,0,0,
6.1,log/2024-05-27T20-23-15-903595500.json,WIN,1.0,20010,0,1,0,1,0,0,0,0,0,20,218.01611,20,0,0,0,0,0,0,
6.2,log/2024-05-27T20-23-15-903595500.json,WIN,1.0,19170,0,12,0,12,0,1,0,0,0,14,675.9824,63,0,1,0,0,0,0,
6.3,log/2024-05-27T20-23-15-903595500.json,WIN,1.0,21330,0,0,0,0,0,0,0,0,0,20,220.68018,21,0,6,0,0,0,0,
7.1,log/2024-05-27T20-23-15-903595500.json,WIN,1.0,21060,0,4,0,4,0,0,0,0,0,17,261.08105,23,0,0,0,0,0,0,
8.1,log/2024-05-27T20-23-15-903595500.json,REAL_TIME_OUT,0.63167614,18660,0,14,0,14,0,1,0,0,0,11,601.9444,57,0,4,0,0,0,0,
1.1,log/2024-05-27T20-30-19-882067.json,WIN,1.0,50160,0,1,0,1,0,0,0,0,0,21,218.17664,20,0,0,0,0,0,0,
1.2,log/2024-05-27T20-30-19-882067.json,WIN,1.0,52440,0,0,0,0,0,0,0,0,0,15,237.6018,21,0,0,0,0,0,0,
1-3,log/2024-05-27T20-42-10-875843900.json,REAL_TIME_OUT,0.4667639,56550,0,1,0,1,0,0,0,0,0,8,163.63232,15,0,0,0,0,0,0,
1-3,log/2024-05-27T20-54-41-081114600.json,REAL_TIME_OUT,0.045284856,59490,0,0,0,0,0,0,0,0,0,2,52.76245,8,0,0,0,0,0,0,
1-3,log/2024-05-27T21-00-10-608266200.json,REAL_TIME_OUT,0.4560172,56700,0,1,0,1,0,0,0,0,0,8,163.63232,14,0,0,0,0,0,0,
1-3,log/2024-05-27T21-01-20-059577300.json,REAL_TIME_OUT,0.4747362,55590,0,4,0,4,0,0,0,0,0,8,243.25507,32,0,4,0,0,0,0,
1.1,log/2024-05-27T21-06-23-201931600.json,WIN,1.0,50670,0,2,0,2,0,0,0,0,0,21,235.14673,22,0,0,0,0,0,0,
1.2,log/2024-05-27T21-06-23-201931600.json,WIN,1.0,52380,0,5,0,5,0,0,1,0,0,15,327.27173,29,0,3,0,0,0,0,
1.3,log/2024-05-27T21-06-23-201931600.json,WIN,1.0,52050,0,2,0,2,0,0,0,0,0,16,189.16284,20,0,3,0,0,0,0,
2.1,log/2024-05-27T21-06-23-201931600.json,WIN,1.0,49320,0,10,0,10,0,0,0,0,0,13,261.81738,23,0,0,0,0,0,0,
3.1,log/2024-05-27T21-06-23-201931600.json,WIN,1.0,49440,0,9,0,9,0,0,0,0,0,17,475.7793,49,0,0,0,0,0,0,
3.3,log/2024-05-27T21-06-23-201931600.json,WIN,1.0,52650,0,3,0,3,0,0,0,0,0,12,225.10925,20,0,9,0,0,0,0,
4.1,log/2024-05-27T21-06-23-201931600.json,WIN,1.0,49290,0,3,0,3,0,0,0,0,0,21,251.1023,24,0,4,0,0,0,0,
4.2,log/2024-05-27T21-06-23-201931600.json,WIN,1.0,51540,0,0,0,0,0,0,0,0,0,19,185.45605,16,0,0,0,0,0,0,
5.1,log/2024-05-27T21-06-23-201931600.json,WIN,1.0,50820,0,13,0,13,0,2,0,0,0,9,567.0898,51,0,0,0,0,0,0,
5.3,log/2024-05-27T21-06-23-201931600.json,WIN,1.0,52200,0,2,0,2,0,0,0,0,0,14,348.7306,31,0,2,0,0,0,0,
6.1,log/2024-05-27T21-06-23-201931600.json,WIN,1.0,50490,0,1,0,1,0,0,0,0,0,21,217.97266,20,0,0,0,0,0,0,
6.2,log/2024-05-27T21-06-23-201931600.json,WIN,1.0,50100,0,11,0,11,0,1,0,0,0,11,506.08737,47,0,1,0,0,0,0,
6.3,log/2024-05-27T21-06-23-201931600.json,REAL_TIME_OUT,0.2942925,37050,0,0,0,0,0,0,0,0,0,43,183.2727,21,0,5,0,0,0,0,
7.1,log/2024-05-27T21-06-23-201931600.json,WIN,1.0,51720,0,4,0,4,0,0,0,0,0,15,272.7246,24,0,0,0,0,0,0,
8.1,log/2024-05-27T21-06-23-201931600.json,WIN,1.0,42420,0,21,0,21,0,0,0,0,0,17,487.96448,45,0,5,0,0,0,0,
6-3,log/2024-05-27T21-23-56-481148300.json,LOSE,0.38303125,54630,0,0,0,0,0,0,0,0,0,11,187.2196,21,0,5,0,0,0,0,
